// DAFJSP14... hecho_DRC_DAFJS014_wDAFJS02_wDAFJS06m5_w5_69op.txt
//        Ntaks, nMachs, nWORKERs
Params = 	<69, 5,  5>;

precedences ={
<	1	,	2	,	0	>,
<	2	,	3	,	0	>,
<	3	,	4	,	0	>,
<	4	,	6	,	0	>,
<	3	,	5	,	0	>,
<	5	,	6	,	0	>,
<	7	,	8	,	0	>,
<	8	,	9	,	0	>,
<	9	,	10	,	0	>,
<	10	,	13	,	0	>,
<	9	,	11	,	0	>,
<	11	,	13	,	0	>,
<	9	,	12	,	0	>,
<	12	,	13	,	0	>,
<	14	,	15	,	0	>,
<	15	,	20	,	0	>,
<	16	,	17	,	0	>,
<	17	,	20	,	0	>,
<	18	,	19	,	0	>,
<	19	,	20	,	0	>,
<	20	,	21	,	0	>,
<	22	,	23	,	0	>,
<	23	,	24	,	0	>,
<	24	,	25	,	0	>,
<	25	,	26	,	0	>,
<	25	,	27	,	0	>,
<	25	,	28	,	0	>,
<	29	,	31	,	0	>,
<	30	,	31	,	0	>,
<	31	,	32	,	0	>,
<	33	,	34	,	0	>,
<	34	,	35	,	0	>,
<	35	,	36	,	0	>,
<	35	,	37	,	0	>,
<	35	,	38	,	0	>,
<	39	,	40	,	0	>,
<	40	,	41	,	0	>,
<	41	,	42	,	0	>,
<	39	,	43	,	0	>,
<	43	,	44	,	0	>,
<	44	,	45	,	0	>,
<	39	,	46	,	0	>,
<	46	,	47	,	0	>,
<	47	,	48	,	0	>,
<	49	,	50	,	0	>,
<	50	,	55	,	0	>,
<	51	,	52	,	0	>,
<	52	,	55	,	0	>,
<	53	,	54	,	0	>,
<	54	,	55	,	0	>,
<	56	,	57	,	0	>,
<	57	,	58	,	0	>,
<	58	,	59	,	0	>,
<	59	,	60	,	0	>,
<	59	,	61	,	0	>,
<	59	,	62	,	0	>,
<	63	,	64	,	0	>,
<	64	,	65	,	0	>,
<	65	,	66	,	0	>,
<	66	,	67	,	0	>,
<	66	,	68	,	0	>,
<	66	,	69	,	0	>
};

Modes = {
<0 , 1 , 2, 3, 89 >,
<596 , 65 , 2, 1, 10 >,
<597 , 65 , 2, 2, 10 >,
<598 , 65 , 2, 5, 10 >,
<599 , 65 , 3, 1, 27 >,
<600 , 65 , 3, 2, 27 >,
<601 , 65 , 3, 5, 27 >,
<602 , 65 , 4, 1, 10 >,
<603 , 65 , 4, 2, 10 >,
<604 , 65 , 4, 5, 10 >,
<605 , 65 , 5, 1, 27 >,
<606 , 65 , 5, 2, 27 >,
<607 , 65 , 5, 5, 27 >,
<608 , 66 , 2, 1, 93 >,
<609 , 66 , 2, 2, 93 >,
<610 , 66 , 2, 3, 93 >,
<611 , 66 , 4, 1, 63 >,
<612 , 66 , 4, 2, 63 >,
<613 , 66 , 4, 3, 63 >,
<614 , 67 , 3, 1, 47 >,
<615 , 67 , 3, 4, 47 >,
<616 , 67 , 3, 5, 47 >,
<617 , 67 , 4, 1, 89 >,
<618 , 67 , 4, 4, 89 >,
<619 , 67 , 4, 5, 89 >,
<620 , 68 , 1, 1, 64 >,
<621 , 68 , 1, 2, 64 >,
<622 , 68 , 1, 4, 64 >,
<623 , 68 , 4, 1, 79 >,
<624 , 68 , 4, 2, 79 >,
<625 , 68 , 4, 4, 79 >,
<626 , 68 , 5, 1, 57 >,
<627 , 68 , 5, 2, 57 >,
<628 , 68 , 5, 4, 57 >,
<629 , 69 , 1, 1, 39 >,
<630 , 69 , 1, 2, 39 >,
<631 , 69 , 1, 3, 39 >,
<632 , 69 , 1, 5, 39 >,
<633 , 69 , 2, 1, 55 >,
<634 , 69 , 2, 2, 55 >,
<635 , 69 , 2, 3, 55 >,
<636 , 69 , 2, 5, 55 >,
<637 , 69 , 3, 1, 37 >,
<638 , 69 , 3, 2, 37 >,
<639 , 69 , 3, 3, 37 >,
<640 , 69 , 3, 5, 37 >,
<641 , 69 , 5, 1, 34 >,
<642 , 69 , 5, 2, 34 >,
<643 , 69 , 5, 3, 34 >,
<644 , 69 , 5, 5, 34 >
};
